,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,zero_crossing
575,20.0,0.0,"duluth, georgia, usa",english290,english,male,986,usa,False,113.37451171875
577,38.0,0.0,"kansas city, missouri, usa",english292,english,male,1051,usa,False,168.30517578125
578,22.0,0.0,"billings, montana, usa",english293,english,female,1052,usa,False,192.16357421875
579,19.0,0.0,"naracoorte, australia",english294,english,female,1060,australia,False,171.43310546875
580,25.0,0.0,"airdrie, alberta, canada",english295,english,male,1067,canada,False,161.18798828125
581,18.0,0.0,"edmonton, alberta, canada",english296,english,female,1070,canada,False,192.509765625
582,19.0,0.0,"lindenhurst, new york, usa",english297,english,male,1071,usa,False,240.845703125
583,22.0,0.0,"lismore, new south wales, australia",english298,english,male,1072,australia,False,118.5751953125
584,59.0,0.0,"windsor, ontario, canada",english299,english,male,1075,canada,False,245.5966796875
585,26.0,0.0,"brisbane, australia",english3,english,female,88,australia,False,127.46044921875
586,30.0,0.0,"st. mary's, ontario, canada",english30,english,female,89,canada,False,206.40625
588,41.0,0.0,"toronto, ontario, canada",english301,english,male,1078,canada,False,88.7275390625
589,22.0,0.0,"melbourne, australia",english302,english,male,1085,australia,False,258.94580078125
590,45.0,0.0,"anaheim, california, usa",english303,english,female,1086,usa,False,323.46533203125
593,24.0,0.0,"london, uk",english306,english,female,1093,uk,False,111.818359375
594,48.0,0.0,"alexandria, va, usa",english307,english,male,1100,usa,False,176.03173828125
595,34.0,0.0,"cardiff, wales, uk",english308,english,male,1101,uk,False,145.564453125
598,37.0,0.0,"oxford, uk",english310,english,female,1108,uk,False,118.3115234375
599,38.0,0.0,"detroit, michigan, usa",english311,english,female,1110,usa,False,208.81201171875
600,40.0,0.0,"edmonton, alberta, canada",english312,english,female,1113,canada,False,110.787109375
601,28.0,0.0,"silver spring, maryland, usa",english313,english,male,1119,usa,False,215.95947265625
602,26.0,0.0,"memphis, tennessee, usa",english314,english,female,1120,usa,False,119.638671875
603,25.0,0.0,"los angeles, california, usa",english315,english,male,1121,usa,False,166.91796875
604,33.0,0.0,"sacramento, california, usa",english316,english,male,1122,usa,False,130.20703125
605,26.0,0.0,"burlington, vermont, usa",english317,english,male,1132,usa,False,19.74609375
606,46.0,0.0,"sarnia, ontario, canada",english318,english,male,1137,canada,False,144.26806640625
607,29.0,0.0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,False,103.33251953125
608,50.0,0.0,"fresno, california, usa",english32,english,female,91,usa,False,197.31396484375
610,52.0,0.0,"brooklyn, new york, usa",english321,english,male,1163,usa,False,120.73486328125
611,29.0,0.0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,False,151.716796875
612,31.0,0.0,"regina, saskatchewan, canada",english323,english,female,1173,canada,False,150.7353515625
613,28.0,0.0,"st. marys, ontario, canada",english324,english,male,1174,canada,False,203.8359375
614,32.0,0.0,"reading, pennsylvania, usa",english325,english,male,1176,usa,False,193.76708984375
615,53.0,0.0,"fairborn, ohio, usa",english326,english,male,1188,usa,False,109.99951171875
616,27.0,0.0,"dunedin, florida, usa",english327,english,male,1205,usa,False,222.8291015625
617,23.0,0.0,"hollywood, florida, usa",english328,english,female,1206,usa,False,174.923828125
618,21.0,0.0,"boise, idaho, usa",english329,english,female,1207,usa,False,57.6328125
619,21.0,0.0,"san diego, california, usa",english33,english,male,92,usa,False,162.26318359375
620,18.0,0.0,"augusta, georgia, usa",english330,english,female,1208,usa,False,178.5205078125
621,28.0,0.0,"perth, australia",english331,english,female,1209,australia,False,238.53271484375
622,20.0,0.0,"baltimore, maryland, usa",english332,english,female,1212,usa,False,200.546875
623,32.0,0.0,"spokane, washington, usa",english333,english,female,1214,usa,False,101.65576171875
624,18.0,0.0,"derby, england, uk",english334,english,female,1215,uk,False,229.9423828125
625,6.0,0.0,"washington, district of columbia, usa",english335,english,male,1216,usa,False,246.77978515625
626,46.0,0.0,"baltimore, maryland, usa",english336,english,female,1217,usa,False,277.56298828125
627,84.0,0.0,"jersey city, new jersey, usa",english337,english,female,1218,usa,False,138.33740234375
628,53.0,0.0,"sydney, australia",english338,english,female,1219,australia,False,99.4736328125
629,54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,False,132.74609375
630,18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa,False,161.61767578125
631,19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,False,245.21337890625
632,23.0,0.0,"new york, new york, usa",english341,english,female,1224,usa,False,94.28955078125
633,33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,False,118.23876953125
634,23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,False,131.64013671875
635,19.0,0.0,"lumberton, north carolina, usa",english344,english,female,1232,usa,False,162.095703125
636,20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,False,142.7734375
637,60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,False,152.728515625
638,22.0,0.0,"burnsville, minnesota, usa",english347,english,female,1236,usa,False,331.4150390625
640,24.0,0.0,"warrenton, virginia, usa",english349,english,female,1239,usa,False,306.15673828125
641,60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,False,187.333984375
642,18.0,0.0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,False,70.48388671875
643,37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,False,119.88720703125
645,18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,False,91.40576171875
647,19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,False,139.19580078125
648,23.0,0.0,"morden, manitoba, canada",english356,english,female,1257,canada,False,173.68212890625
649,24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,False,141.52734375
650,19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,False,112.44384765625
651,32.0,0.0,"sackville, new brunswick, canada",english359,english,male,1276,canada,False,169.8916015625
652,60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,False,125.6494140625
653,19.0,0.0,"erie, pennsylvania, usa",english360,english,female,1277,usa,False,389.08740234375
654,20.0,0.0,"burnsville, minnesota, usa",english361,english,female,1280,usa,False,265.15966796875
656,20.0,0.0,"castle donington, uk",english363,english,male,1287,uk,False,153.73828125
657,28.0,0.0,"sydney, australia",english364,english,female,1288,australia,False,249.763671875
658,52.0,0.0,"oxford, uk",english365,english,male,1292,uk,False,123.58740234375
659,25.0,0.0,"bournesmouth, uk",english366,english,female,1293,uk,False,214.2861328125
660,25.0,0.0,"birkenhead, uk",english367,english,female,1294,uk,False,265.181640625
661,43.0,0.0,"strattford-on-avon, uk",english368,english,male,1295,uk,False,256.64404296875
662,27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,False,209.90478515625
663,28.0,0.0,"yole, india",english37,english,female,96,india,False,248.26220703125
664,22.0,0.0,"pondicherry, india",english370,english,male,1302,india,False,223.48681640625
665,27.0,0.0,"colorado springs, colorado, usa",english371,english,female,1303,usa,False,262.154296875
666,80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,False,83.70068359375
667,22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,False,162.75634765625
668,36.0,0.0,"milford haven, wales, uk",english374,english,male,1310,uk,False,126.32373046875
669,28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,False,146.98681640625
670,46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,False,72.7763671875
671,32.0,0.0,"trenton, michigan, usa",english377,english,female,1319,usa,False,87.8837890625
672,38.0,0.0,"silver spring, maryland, usa",english378,english,female,1320,usa,False,65.4326171875
673,43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,False,88.3076171875
674,27.0,0.0,"littlehampton, uk",english38,english,male,97,uk,False,159.39404296875
675,34.0,0.0,"roanoke, virginia, usa",english380,english,female,1323,usa,False,96.00146484375
676,85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,False,198.98876953125
677,34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,False,116.9970703125
678,32.0,0.0,"washington, district of columbia, usa",english383,english,female,1326,usa,False,114.33642578125
679,57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,False,138.673828125
680,77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,False,179.728515625
681,56.0,0.0,"los angeles, california, usa",english386,english,female,1330,usa,False,127.1533203125
682,21.0,0.0,"lancaster, california, usa",english387,english,female,1331,usa,False,87.00244140625
683,70.0,0.0,"bluefield, west virginia, usa",english388,english,female,1332,usa,False,123.85498046875
684,71.0,0.0,"aldie, virginia, usa",english389,english,female,1333,usa,False,90.68994140625
685,59.0,0.0,"new orleans, louisiana, usa",english39,english,female,98,usa,False,227.31640625
686,74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,False,177.962890625
687,84.0,0.0,"milton, florida, usa",english391,english,female,1335,usa,False,110.82177734375
688,62.0,0.0,"warrenton, virginia, usa",english392,english,male,1336,usa,False,108.58984375
689,58.0,0.0,"washington, district of columbia, usa",english393,english,female,1337,usa,False,92.4228515625
690,82.0,0.0,"aiken, south carolina, usa",english394,english,female,1339,usa,False,123.9541015625
691,39.0,0.0,"alexandria, virginia, usa",english395,english,male,1340,usa,False,75.97509765625
692,48.0,0.0,"orange, virginia, usa",english396,english,female,1341,usa,False,96.38916015625
693,76.0,0.0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,False,122.392578125
694,83.0,0.0,"salisbury, north carolina, usa",english398,english,female,1343,usa,False,102.423828125
695,80.0,0.0,"la grange, georgia, usa",english399,english,female,1345,usa,False,114.23095703125
697,53.0,0.0,"dudley, uk",english40,english,male,100,uk,False,195.61962890625
698,59.0,0.0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,False,211.12548828125
700,26.0,0.0,"canberra, australia",english402,english,female,1350,australia,False,181.58251953125
701,29.0,0.0,"sydney, australia",english403,english,female,1351,australia,False,186.35693359375
702,29.0,0.0,"windsor, australia",english404,english,male,1352,australia,False,172.98828125
703,32.0,0.0,"geelong, australia",english405,english,female,1353,australia,False,185.251953125
704,24.0,0.0,"pensacola, florida, usa",english406,english,female,1358,usa,False,186.9599609375
705,47.0,0.0,"windsor, ontario, canada",english407,english,male,1360,canada,False,113.32763671875
706,64.0,0.0,"lynwood, california, usa",english408,english,male,1361,usa,False,123.12548828125
707,60.0,0.0,"maitland, australia",english409,english,female,1362,australia,False,166.17919921875
710,26.0,0.0,"washington, district of columbia, usa",english411,english,female,1371,usa,False,104.8134765625
711,31.0,0.0,"washington, district of columbia, usa",english412,english,female,1372,usa,False,81.0107421875
712,20.0,0.0,"manchester, england, uk",english413,english,female,1373,uk,False,149.4716796875
713,30.0,0.0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,False,156.3984375
714,32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,False,201.57861328125
715,34.0,0.0,"sydney, australia",english416,english,male,1377,australia,False,262.26123046875
716,20.0,0.0,"cardiff, wales, uk",english417,english,female,1380,uk,False,232.73828125
718,27.0,0.0,"youngstown, ohio, usa",english419,english,male,1385,usa,False,130.18017578125
721,38.0,0.0,"landstuhl, germany",english421,english,male,1388,germany,False,222.60205078125
722,31.0,0.0,"rochester, new york, usa",english422,english,male,1390,usa,False,178.63916015625
723,24.0,0.0,"baltimore, maryland, usa",english423,english,female,1395,usa,False,193.08251953125
724,75.0,0.0,"danville, virginia, usa",english424,english,male,1409,usa,False,154.4990234375
725,31.0,0.0,"danville, virginia, usa",english425,english,male,1410,usa,False,145.0888671875
726,30.0,0.0,"florence, south carolina, usa",english426,english,female,1411,usa,False,221.7900390625
727,68.0,0.0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,False,147.25390625
728,55.0,0.0,"kingstree, south carolina, usa",english428,english,female,1413,usa,False,205.36279296875
729,19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,False,89.3994140625
730,47.0,0.0,"vancouver, british columbia, canada",english43,english,male,103,canada,False,196.22802734375
731,23.0,0.0,"melbourne, australia",english430,english,female,1419,australia,False,165.822265625
732,23.0,0.0,"green bay, wisconsin, usa",english431,english,female,1423,usa,False,83.9248046875
734,32.0,0.0,"gladwin, michigan, usa",english433,english,female,1430,usa,False,131.45263671875
735,24.0,0.0,"kansas city, kansas, usa",english434,english,male,1469,usa,False,118.30419921875
736,20.0,0.0,"palm springs, california, usa",english435,english,female,1471,usa,False,187.51318359375
738,21.0,0.0,"cleveland, ohio, usa",english437,english,male,1477,usa,False,180.46240234375
739,20.0,0.0,"houston, texas, usa",english438,english,female,1492,usa,False,193.72119140625
740,18.0,0.0,"richmond, british columbia, canada",english439,english,female,1493,canada,False,175.54150390625
741,63.0,0.0,"winston salem, north carolina, usa",english44,english,female,104,usa,False,280.71533203125
742,22.0,0.0,"glasgow, scotland, uk",english440,english,female,1502,uk,False,129.28125
743,19.0,0.0,"oquawka, illinois, usa",english441,english,female,1524,usa,False,151.900390625
744,23.0,0.0,"salisbury mills, new york, usa",english442,english,male,1528,usa,False,179.853515625
745,31.0,0.0,"fort collins, colorado, usa",english443,english,male,1530,usa,False,170.8876953125
746,24.0,0.0,"anniston, alabama, usa",english444,english,male,1531,usa,False,111.39697265625
747,60.0,0.0,"san francisco, california, usa",english445,english,male,1532,usa,False,212.63720703125
748,23.0,0.0,"moorhead, minnesota, usa",english446,english,female,1533,usa,False,158.9462890625
749,21.0,0.0,"hartford, connecticut, usa",english447,english,male,1534,usa,False,221.5048828125
750,20.0,0.0,"isle of arran, scotland, uk",english448,english,male,1536,uk,False,218.93505859375
751,27.0,0.0,"barton, vermont, usa",english449,english,male,1538,usa,False,110.33447265625
752,52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa,False,249.00732421875
753,26.0,0.0,"windsor, uk",english450,english,male,1544,uk,False,179.2724609375
754,44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,False,133.6572265625
755,24.0,0.0,"newcastle, australia",english452,english,male,1547,australia,False,67.82421875
756,21.0,0.0,"chicago, illinois, usa",english453,english,female,1548,usa,False,166.94140625
757,19.0,0.0,"raleigh, north carolina, usa",english454,english,female,1550,usa,False,156.68115234375
758,29.0,0.0,"washington, dc, usa",english455,english,female,1552,usa,False,127.24755859375
759,37.0,0.0,"lancashire, leyland, uk",english456,english,female,1554,uk,False,165.57666015625
760,43.0,0.0,"syracuse, new york, usa",english457,english,male,1555,usa,False,218.63671875
761,22.0,0.0,"reno, nevada, usa",english458,english,female,1559,usa,False,178.4462890625
762,19.0,0.0,"charlotte, north carolina, usa",english459,english,male,1560,usa,False,289.2421875
763,73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa,False,223.025390625
764,19.0,0.0,"rutland, england, uk",english460,english,female,1561,uk,False,173.75634765625
765,44.0,0.0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,False,223.8447265625
766,20.0,0.0,"paducah, kentucky, usa",english462,english,male,1564,usa,False,200.33984375
767,53.0,0.0,"brooklyn, new york, usa",english463,english,female,1571,usa,False,152.1416015625
768,27.0,0.0,"ottawa, ontario, canada",english464,english,male,1618,canada,False,161.31005859375
769,20.0,0.0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,False,96.6396484375
770,18.0,0.0,"portland, maine, usa",english466,english,male,1637,usa,False,284.1708984375
771,23.0,1.0,"pozzuoli, italy",english467,english,male,1639,italy,False,245.25
772,30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,False,155.1875
773,22.0,0.0,"knoxville, tennessee, usa",english469,english,male,1641,usa,False,230.37890625
774,76.0,0.0,"plantersville, arkansas, usa",english47,english,female,107,usa,False,186.59619140625
775,21.0,0.0,"leighton buzzard, uk",english470,english,male,1642,uk,False,189.5322265625
776,26.0,0.0,"calgary, alberta, canada",english471,english,female,1648,canada,False,231.521484375
778,20.0,0.0,"nottingham, uk",english473,english,male,1650,uk,False,75.61181640625
779,33.0,0.0,"rochester, minnesota, usa",english474,english,female,1656,usa,False,111.6103515625
780,29.0,0.0,"ogden, utah, usa",english475,english,female,1657,usa,False,97.4609375
781,64.0,0.0,"manchester, new hampshire, usa",english476,english,female,1658,usa,False,121.9755859375
782,31.0,0.0,"san diego, california, usa",english477,english,female,1659,usa,False,342.3759765625
783,19.0,0.0,"sydney, nova scotia, canada",english478,english,male,1661,canada,False,220.6953125
784,64.0,0.0,"new york, new york, usa",english479,english,female,1664,usa,False,148.0400390625
786,58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,False,103.41015625
787,88.0,0.0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,False,184.08544921875
788,74.0,0.0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,False,159.95166015625
789,19.0,0.0,"boston, massachusetts, usa",english483,english,male,1668,usa,False,142.07080078125
791,20.0,0.0,"cromwell, connecticut, usa",english485,english,male,1674,usa,False,331.50390625
793,22.0,0.0,"london, uk",english487,english,female,1688,uk,False,159.1298828125
794,35.0,0.0,"irvine, scotland, uk",english488,english,female,1692,uk,False,333.52197265625
796,43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa,False,208.72119140625
799,22.0,0.0,"omaha, nebraska, usa",english492,english,female,1716,usa,False,219.90771484375
800,20.0,0.0,"miami, florida, usa",english493,english,male,1718,usa,False,253.67236328125
801,27.5,0.0,"findlay, ohio, usa",english494,english,male,1719,usa,False,172.89990234375
802,21.0,0.0,"kirkland, washington, usa",english495,english,male,1720,usa,False,184.63671875
803,20.0,0.0,"london, england, uk",english496,english,male,1724,uk,False,106.88525390625
804,22.0,0.0,"cleveland, ohio, usa",english497,english,male,1726,usa,False,379.8798828125
805,27.0,0.0,"prince george, british columbia, canada",english498,english,male,1727,canada,False,215.2158203125
806,21.0,0.0,"st. paul, minnesota, usa",english499,english,female,1728,usa,False,221.86767578125
807,62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa,False,215.25537109375
808,29.0,0.0,"baltic, south dakota, usa",english50,english,female,111,usa,False,192.19580078125
809,38.0,0.0,"albury, new south wales, australia",english500,english,male,1733,australia,False,209.916015625
810,64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,False,375.31494140625
811,30.0,0.0,"farmington hills, michigan, usa",english502,english,female,1735,usa,False,260.57763671875
813,25.0,0.0,"west palm beach, florida, usa",english504,english,male,1786,usa,False,185.0595703125
815,30.0,0.0,"new orleans, louisiana, usa",english506,english,female,1799,usa,False,208.1650390625
817,20.0,0.0,"winfield, illinois, usa",english508,english,female,1801,usa,False,192.59619140625
818,44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,False,288.6337890625
819,67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa,False,149.2451171875
820,66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,False,321.19970703125
821,31.0,0.0,"montgomery, alabama, usa",english511,english,female,1818,usa,False,210.0712890625
822,54.0,0.0,"salina, kansas, usa",english512,english,female,1819,usa,False,176.71728515625
824,57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,False,165.35888671875
825,55.0,0.0,"youngstown, ohio, usa",english515,english,female,1873,usa,False,173.326171875
826,32.0,0.0,"dripping springs, texas, usa",english516,english,female,1875,usa,False,111.26171875
827,33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,False,93.8525390625
830,20.0,0.0,"calgary, alberta, canada",english52,english,male,113,canada,False,122.71142578125
831,47.0,0.0,"st. paul, minnesota, usa",english520,english,female,1884,usa,False,251.02734375
832,25.0,0.0,"bethesda, maryland, usa",english521,english,female,1886,usa,False,199.26220703125
833,22.0,0.0,"bethpage, new york, usa",english522,english,female,1887,usa,False,136.51416015625
834,18.0,0.0,"madison, wisconsin, usa",english523,english,female,1888,usa,False,166.11181640625
835,19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,False,149.5390625
836,18.0,0.0,"albion, new york, usa",english525,english,female,1893,usa,False,205.27978515625
837,20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,False,211.89794921875
838,25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,False,201.95556640625
839,52.0,0.0,"green bay, wisconsin, usa",english528,english,female,1908,usa,False,215.2958984375
840,29.0,0.0,"burlington, vermont, usa",english529,english,female,1925,usa,False,171.7109375
841,63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa,False,153.91064453125
842,50.0,0.0,"detroit, michigan, usa",english530,english,female,1926,usa,False,236.4384765625
843,29.0,0.0,"nokesville, virginia, usa",english531,english,female,1928,usa,False,211.87548828125
844,23.0,0.0,"bristol, connecticut, usa",english532,english,female,1933,usa,False,185.11572265625
845,38.0,0.0,"fairfax, virginia, usa",english533,english,female,1934,usa,False,246.72705078125
846,29.0,0.0,"mineola, new york, usa",english534,english,female,1951,usa,False,315.775390625
847,22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,False,179.69580078125
848,21.0,0.0,"richmond, virginia, usa",english536,english,female,1956,usa,False,196.3330078125
849,21.0,0.0,"woodbridge, virginia, usa",english537,english,female,1957,usa,False,207.28125
850,20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,False,220.66455078125
851,19.0,0.0,"orange county, california, usa",english539,english,female,1959,usa,False,184.62841796875
852,40.0,0.0,"new albany, indiana, usa",english54,english,female,115,usa,False,207.91796875
853,18.0,0.0,"arlington, virginia, usa",english540,english,female,1960,usa,False,185.5908203125
854,27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,False,177.39501953125
855,60.0,0.0,"toronto, ontario, canada",english542,english,male,1962,canada,False,185.705078125
856,39.0,0.0,"vancouver, british columbia, canada",english543,english,female,1969,canada,False,232.55908203125
857,31.0,0.0,"hanover, new hampshire, usa",english544,english,male,1970,usa,False,101.3134765625
858,56.0,0.0,"tangier island, virginia, usa",english545,english,male,1995,usa,False,179.77783203125
859,43.0,0.0,"tangier island, virginia, usa",english546,english,female,1996,usa,False,187.85205078125
860,63.0,0.0,"tangier island, virginia, usa",english547,english,male,1997,usa,False,247.26904296875
862,19.0,0.0,"exminister, uk",english549,english,female,2012,uk,False,151.74267578125
863,53.0,0.0,"st. louis, missouri, usa",english55,english,female,116,usa,False,258.4423828125
864,82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,False,324.53515625
865,81.0,0.0,"king george, virginia, usa",english551,english,female,2029,usa,False,338.4619140625
866,23.0,0.0,"bethesda, maryland, usa",english552,english,female,2043,usa,False,161.80810546875
867,21.0,0.0,"nashville, tennessee, usa",english553,english,male,2046,usa,False,149.9052734375
868,22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,False,49.11474609375
869,90.0,0.0,"brooklyn, new york, usa",english555,english,male,2049,usa,False,179.57373046875
870,84.0,0.0,"brooklyn, new york, usa",english556,english,female,2050,usa,False,193.53662109375
872,23.0,0.0,"queens, new york, usa",english558,english,male,2055,usa,False,87.3369140625
873,19.0,0.0,"reston, virginia, usa",english559,english,female,2056,usa,False,299.53564453125
874,20.0,0.0,"londonderry, northern ireland, uk",english56,english,male,117,uk,False,218.62744140625
875,22.0,0.0,"hartford, connecticut, usa",english560,english,female,2059,usa,False,300.38232421875
876,20.0,0.0,"yorktown, virginia, usa",english561,english,female,2060,usa,False,243.81591796875
877,30.0,0.0,"florence, south carolina, usa",english562,english,female,2061,usa,False,244.97509765625
878,32.0,0.0,"manassas, virginia, usa",english563,english,male,2074,usa,False,243.98486328125
879,52.0,0.0,"casper, wyoming, usa",english564,english,male,2077,usa,False,214.98486328125
880,27.0,0.0,"portland, oregon, usa",english565,english,female,2080,usa,False,175.22705078125
881,22.0,0.0,"derby, england, uk",english566,english,male,2081,uk,False,255.65087890625
882,24.0,0.0,"new york, new york, usa",english567,english,male,2101,usa,False,168.99658203125
883,86.0,0.0,"quincy, florida, usa",english568,english,female,2103,usa,False,197.37548828125
884,24.0,0.0,"sydney, australia",english569,english,male,2104,australia,False,239.76123046875
885,34.0,0.0,"birmingham 1, uk",english57,english,male,118,uk,False,128.03515625
886,42.0,0.0,"parma, ohio, usa",english570,english,female,2106,usa,False,131.89453125
887,39.0,0.0,"washington, dc, usa",english571,english,male,2113,usa,False,76.04638671875
888,51.0,0.0,"fort worth, texas, usa",english572,english,male,2121,usa,False,173.833984375
889,46.0,0.0,"painesville, ohio, usa",english573,english,male,2124,usa,False,123.7216796875
890,26.0,0.0,"toronto, ontario, canada",english574,english,female,2162,canada,False,203.5869140625
891,24.0,0.0,"great falls, virginia, usa",english575,english,male,2165,usa,False,147.49560546875
892,63.0,0.0,"washington, dc, usa",english576,english,female,2167,usa,False,339.740234375
893,38.0,0.0,"san leandro, california, usa",english577,english,female,2170,usa,False,195.1064453125
894,60.0,0.0,"salford, lancashire, uk",english578,english,male,2171,uk,False,189.73779296875
895,22.0,0.0,"adelaide, australia",english579,english,male,2172,australia,False,39.34619140625
896,46.0,0.0,"southhampton, uk",english58,english,female,119,uk,False,206.99951171875
897,30.0,0.0,"columbus, ohio, usa",english59,english,male,120,usa,False,170.31884765625
898,45.0,0.0,"brooklyn, new york, usa",english6,english,female,121,usa,False,226.0703125
899,18.0,0.0,"chesapeake, virginia, usa",english60,english,male,122,usa,False,162.61083984375
900,19.0,0.0,"toronto, ontario, canada",english61,english,male,123,canada,False,115.2900390625
901,30.0,0.0,"west jordan, utah, usa",english62,english,male,124,usa,False,173.10888671875
902,21.0,0.0,"lewisville, texas, usa",english63,english,male,125,usa,False,201.17822265625
903,25.0,0.0,"montreal, quebec, canada",english64,english,female,126,canada,False,178.59765625
904,47.0,0.0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,False,121.81396484375
905,19.0,0.0,"baltimore, maryland, usa",english66,english,male,128,usa,False,96.82861328125
906,37.0,0.0,"princeton, indiana, usa",english67,english,male,129,usa,False,319.61474609375
907,52.0,0.0,"new york, new york, usa",english68,english,male,130,usa,False,199.58935546875
908,23.0,0.0,"adelaide, australia",english69,english,male,131,australia,False,93.11474609375
909,52.0,0.0,"macon, mississippi, usa",english7,english,male,132,usa,False,163.16015625
910,21.0,0.0,"beaumont, texas, usa",english70,english,male,133,usa,False,123.15478515625
911,20.0,0.0,"west covina, california, usa",english71,english,male,134,usa,False,73.25
913,24.0,0.0,"darwin, australia",english73,english,male,136,australia,False,206.47314453125
914,21.0,0.0,"wichita, kansas, usa",english74,english,male,137,usa,False,162.91650390625
915,32.0,0.0,"idaho falls, idaho, usa",english75,english,male,138,usa,False,267.97412109375
916,18.0,0.0,"boston, massachusetts, usa",english76,english,female,139,usa,False,134.298828125
917,26.0,0.0,"melbourne, australia",english77,english,male,140,australia,False,268.05908203125
918,20.0,0.0,"caribou, maine, usa",english78,english,female,141,usa,False,218.609375
919,73.0,0.0,"boston, massachusetts, usa",english79,english,male,142,usa,False,173.634765625
920,21.0,0.0,"perth, australia",english8,english,female,143,australia,False,151.4462890625
921,34.0,0.0,"glasgow, scotland, uk",english80,english,male,144,uk,False,135.52587890625
922,30.0,0.0,"st. paul, minnesota, usa",english81,english,male,145,usa,False,121.45068359375
923,50.0,0.0,"chicago, illinois, usa",english82,english,female,146,usa,False,83.0322265625
924,42.0,0.0,"winnfield, louisiana, usa",english83,english,female,147,usa,False,234.595703125
925,45.0,0.0,"sydney, australia",english84,english,male,148,australia,False,157.6630859375
926,31.0,0.0,"strabane, northern ireland, uk",english85,english,male,149,uk,False,44.0556640625
927,50.0,0.0,"charleston, south carolina, usa",english86,english,male,150,usa,False,172.732421875
928,18.0,0.0,"tamworth, australia",english87,english,female,151,australia,False,145.990234375
