age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,zero_crossing_count,zero_crossing_sum
18.0,0.0,"pelham, new york, usa",english283,english,male,951,usa,False,2083,158.36376953125
33.0,0.0,"gainesville, florida, usa",english284,english,male,952,usa,False,1883,129.93701171875
50.0,0.0,"melbourne, australia",english285,english,male,961,australia,False,2199,153.64501953125
21.0,0.0,"beaumont, texas, usa",english286,english,female,977,usa,False,1975,277.14697265625
26.0,0.0,"st. louis, missouri, usa",english288,english,female,982,usa,False,2068,287.2587890625
19.0,0.0,"fairfax, virginia, usa",english289,english,female,983,usa,False,1772,150.27880859375
54.0,0.0,"lindsay, ontario, canada",english29,english,female,87,canada,False,2805,291.0009765625
20.0,0.0,"duluth, georgia, usa",english290,english,male,986,usa,False,1847,113.37451171875
38.0,0.0,"kansas city, missouri, usa",english292,english,male,1051,usa,False,1838,168.30517578125
22.0,0.0,"billings, montana, usa",english293,english,female,1052,usa,False,1748,192.16357421875
19.0,0.0,"naracoorte, australia",english294,english,female,1060,australia,False,2177,171.43310546875
25.0,0.0,"airdrie, alberta, canada",english295,english,male,1067,canada,False,1949,161.18798828125
18.0,0.0,"edmonton, alberta, canada",english296,english,female,1070,canada,False,1785,192.509765625
19.0,0.0,"lindenhurst, new york, usa",english297,english,male,1071,usa,False,1622,240.845703125
22.0,0.0,"lismore, new south wales, australia",english298,english,male,1072,australia,False,1797,118.5751953125
59.0,0.0,"windsor, ontario, canada",english299,english,male,1075,canada,False,2440,245.5966796875
26.0,0.0,"brisbane, australia",english3,english,female,88,australia,False,1699,127.46044921875
30.0,0.0,"st. mary's, ontario, canada",english30,english,female,89,canada,False,2119,206.40625
41.0,0.0,"toronto, ontario, canada",english301,english,male,1078,canada,False,1745,88.7275390625
22.0,0.0,"melbourne, australia",english302,english,male,1085,australia,False,1868,258.94580078125
45.0,0.0,"anaheim, california, usa",english303,english,female,1086,usa,False,2047,323.46533203125
24.0,0.0,"london, uk",english306,english,female,1093,uk,False,1747,111.818359375
48.0,0.0,"alexandria, va, usa",english307,english,male,1100,usa,False,1913,176.03173828125
34.0,0.0,"cardiff, wales, uk",english308,english,male,1101,uk,False,1926,145.564453125
37.0,0.0,"oxford, uk",english310,english,female,1108,uk,False,2416,118.3115234375
38.0,0.0,"detroit, michigan, usa",english311,english,female,1110,usa,False,1924,208.81201171875
40.0,0.0,"edmonton, alberta, canada",english312,english,female,1113,canada,False,1694,110.787109375
28.0,0.0,"silver spring, maryland, usa",english313,english,male,1119,usa,False,1558,215.95947265625
26.0,0.0,"memphis, tennessee, usa",english314,english,female,1120,usa,False,1697,119.638671875
25.0,0.0,"los angeles, california, usa",english315,english,male,1121,usa,False,1967,166.91796875
33.0,0.0,"sacramento, california, usa",english316,english,male,1122,usa,False,1714,130.20703125
26.0,0.0,"burlington, vermont, usa",english317,english,male,1132,usa,False,2092,19.74609375
46.0,0.0,"sarnia, ontario, canada",english318,english,male,1137,canada,False,2202,144.26806640625
29.0,0.0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,False,1735,103.33251953125
50.0,0.0,"fresno, california, usa",english32,english,female,91,usa,False,1941,197.31396484375
52.0,0.0,"brooklyn, new york, usa",english321,english,male,1163,usa,False,1710,120.73486328125
29.0,0.0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,False,1645,151.716796875
31.0,0.0,"regina, saskatchewan, canada",english323,english,female,1173,canada,False,1566,150.7353515625
28.0,0.0,"st. marys, ontario, canada",english324,english,male,1174,canada,False,1525,203.8359375
32.0,0.0,"reading, pennsylvania, usa",english325,english,male,1176,usa,False,2222,193.76708984375
53.0,0.0,"fairborn, ohio, usa",english326,english,male,1188,usa,False,1692,109.99951171875
27.0,0.0,"dunedin, florida, usa",english327,english,male,1205,usa,False,1895,222.8291015625
23.0,0.0,"hollywood, florida, usa",english328,english,female,1206,usa,False,1584,174.923828125
21.0,0.0,"boise, idaho, usa",english329,english,female,1207,usa,False,1941,57.6328125
21.0,0.0,"san diego, california, usa",english33,english,male,92,usa,False,2310,162.26318359375
18.0,0.0,"augusta, georgia, usa",english330,english,female,1208,usa,False,1817,178.5205078125
28.0,0.0,"perth, australia",english331,english,female,1209,australia,False,1788,238.53271484375
20.0,0.0,"baltimore, maryland, usa",english332,english,female,1212,usa,False,1988,200.546875
32.0,0.0,"spokane, washington, usa",english333,english,female,1214,usa,False,1550,101.65576171875
18.0,0.0,"derby, england, uk",english334,english,female,1215,uk,False,2401,229.9423828125
6.0,0.0,"washington, district of columbia, usa",english335,english,male,1216,usa,False,2498,246.77978515625
46.0,0.0,"baltimore, maryland, usa",english336,english,female,1217,usa,False,1966,277.56298828125
84.0,0.0,"jersey city, new jersey, usa",english337,english,female,1218,usa,False,2139,138.33740234375
53.0,0.0,"sydney, australia",english338,english,female,1219,australia,False,1760,99.4736328125
54.0,0.0,"chicago, illinois, usa",english339,english,male,1220,usa,False,2346,132.74609375
18.0,0.0,"ronkonkoma, new york, usa",english34,english,female,93,usa,False,1523,161.61767578125
19.0,0.0,"charleston, west virginia, usa",english340,english,male,1222,usa,False,1587,245.21337890625
23.0,0.0,"new york, new york, usa",english341,english,female,1224,usa,False,1629,94.28955078125
33.0,0.0,"kansas city, missouri, usa",english342,english,male,1225,usa,False,1448,118.23876953125
23.0,0.0,"portland, maine, usa",english343,english,male,1226,usa,False,1889,131.64013671875
19.0,0.0,"lumberton, north carolina, usa",english344,english,female,1232,usa,False,2130,162.095703125
20.0,0.0,"kansas city, missouri, usa",english345,english,male,1233,usa,False,1827,142.7734375
60.0,0.0,"east hartford, connecticut, usa",english346,english,male,1235,usa,False,2216,152.728515625
22.0,0.0,"burnsville, minnesota, usa",english347,english,female,1236,usa,False,2101,331.4150390625
24.0,0.0,"warrenton, virginia, usa",english349,english,female,1239,usa,False,1958,306.15673828125
60.0,0.0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,False,1834,187.333984375
18.0,0.0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,False,2011,70.48388671875
37.0,0.0,"carthage, missouri, usa",english351,english,male,1242,usa,False,1894,119.88720703125
18.0,0.0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,False,1750,91.40576171875
19.0,0.0,"los angeles, california, usa",english355,english,male,1256,usa,False,2308,139.19580078125
23.0,0.0,"morden, manitoba, canada",english356,english,female,1257,canada,False,1750,173.68212890625
24.0,0.0,"alto, georgia, usa",english357,english,male,1258,usa,False,1750,141.52734375
19.0,0.0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,False,1932,112.44384765625
32.0,0.0,"sackville, new brunswick, canada",english359,english,male,1276,canada,False,1937,169.8916015625
60.0,0.0,"arcadia, wisconsin, usa",english36,english,male,95,usa,False,1808,125.6494140625
19.0,0.0,"erie, pennsylvania, usa",english360,english,female,1277,usa,False,2073,389.08740234375
20.0,0.0,"burnsville, minnesota, usa",english361,english,female,1280,usa,False,2603,265.15966796875
20.0,0.0,"castle donington, uk",english363,english,male,1287,uk,False,1876,153.73828125
28.0,0.0,"sydney, australia",english364,english,female,1288,australia,False,2161,249.763671875
52.0,0.0,"oxford, uk",english365,english,male,1292,uk,False,1971,123.58740234375
25.0,0.0,"bournesmouth, uk",english366,english,female,1293,uk,False,2220,214.2861328125
25.0,0.0,"birkenhead, uk",english367,english,female,1294,uk,False,1855,265.181640625
43.0,0.0,"strattford-on-avon, uk",english368,english,male,1295,uk,False,2146,256.64404296875
27.0,0.0,"mcminnville, oregon, usa",english369,english,male,1297,usa,False,1623,209.90478515625
28.0,0.0,"yole, india",english37,english,female,96,india,False,2301,248.26220703125
22.0,0.0,"pondicherry, india",english370,english,male,1302,india,False,2118,223.48681640625
27.0,0.0,"colorado springs, colorado, usa",english371,english,female,1303,usa,False,1652,262.154296875
80.0,0.0,"christiansburg, virginia, usa",english372,english,male,1307,usa,False,2793,83.70068359375
22.0,0.0,"russellville, kentucky, usa",english373,english,male,1308,usa,False,1753,162.75634765625
36.0,0.0,"milford haven, wales, uk",english374,english,male,1310,uk,False,1718,126.32373046875
28.0,0.0,"manchester, connecticut, usa",english375,english,male,1312,usa,False,1729,146.98681640625
46.0,0.0,"pasadena, california, usa",english376,english,male,1315,usa,False,1867,72.7763671875
32.0,0.0,"trenton, michigan, usa",english377,english,female,1319,usa,False,1498,87.8837890625
38.0,0.0,"silver spring, maryland, usa",english378,english,female,1320,usa,False,1652,65.4326171875
43.0,0.0,"summit, new jersey, usa",english379,english,male,1321,usa,False,1842,88.3076171875
27.0,0.0,"littlehampton, uk",english38,english,male,97,uk,False,2044,159.39404296875
34.0,0.0,"roanoke, virginia, usa",english380,english,female,1323,usa,False,1765,96.00146484375
85.0,0.0,"pike county, kentucky, usa",english381,english,male,1324,usa,False,3217,198.98876953125
34.0,0.0,"arlington, virginia, usa",english382,english,male,1325,usa,False,2429,116.9970703125
32.0,0.0,"washington, district of columbia, usa",english383,english,female,1326,usa,False,1751,114.33642578125
57.0,0.0,"williamson, west virginia, usa",english384,english,male,1327,usa,False,2155,138.673828125
77.0,0.0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,False,3050,179.728515625
56.0,0.0,"los angeles, california, usa",english386,english,female,1330,usa,False,2090,127.1533203125
21.0,0.0,"lancaster, california, usa",english387,english,female,1331,usa,False,1773,87.00244140625
70.0,0.0,"bluefield, west virginia, usa",english388,english,female,1332,usa,False,2681,123.85498046875
71.0,0.0,"aldie, virginia, usa",english389,english,female,1333,usa,False,2179,90.68994140625
59.0,0.0,"new orleans, louisiana, usa",english39,english,female,98,usa,False,1962,227.31640625
74.0,0.0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,False,3348,177.962890625
84.0,0.0,"milton, florida, usa",english391,english,female,1335,usa,False,2768,110.82177734375
62.0,0.0,"warrenton, virginia, usa",english392,english,male,1336,usa,False,3578,108.58984375
58.0,0.0,"washington, district of columbia, usa",english393,english,female,1337,usa,False,2287,92.4228515625
82.0,0.0,"aiken, south carolina, usa",english394,english,female,1339,usa,False,2478,123.9541015625
39.0,0.0,"alexandria, virginia, usa",english395,english,male,1340,usa,False,1919,75.97509765625
48.0,0.0,"orange, virginia, usa",english396,english,female,1341,usa,False,2640,96.38916015625
76.0,0.0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,False,2931,122.392578125
83.0,0.0,"salisbury, north carolina, usa",english398,english,female,1343,usa,False,3118,102.423828125
80.0,0.0,"la grange, georgia, usa",english399,english,female,1345,usa,False,2893,114.23095703125
53.0,0.0,"dudley, uk",english40,english,male,100,uk,False,2213,195.61962890625
59.0,0.0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,False,1974,211.12548828125
26.0,0.0,"canberra, australia",english402,english,female,1350,australia,False,1975,181.58251953125
29.0,0.0,"sydney, australia",english403,english,female,1351,australia,False,2308,186.35693359375
29.0,0.0,"windsor, australia",english404,english,male,1352,australia,False,1759,172.98828125
32.0,0.0,"geelong, australia",english405,english,female,1353,australia,False,1891,185.251953125
24.0,0.0,"pensacola, florida, usa",english406,english,female,1358,usa,False,1734,186.9599609375
47.0,0.0,"windsor, ontario, canada",english407,english,male,1360,canada,False,2209,113.32763671875
64.0,0.0,"lynwood, california, usa",english408,english,male,1361,usa,False,2129,123.12548828125
60.0,0.0,"maitland, australia",english409,english,female,1362,australia,False,2034,166.17919921875
26.0,0.0,"washington, district of columbia, usa",english411,english,female,1371,usa,False,2127,104.8134765625
31.0,0.0,"washington, district of columbia, usa",english412,english,female,1372,usa,False,1675,81.0107421875
20.0,0.0,"manchester, england, uk",english413,english,female,1373,uk,False,2063,149.4716796875
30.0,0.0,"woonsocket, rhode island, usa",english414,english,female,1374,usa,False,1865,156.3984375
32.0,0.0,"woonsocket, rhode island, usa",english415,english,male,1375,usa,False,1800,201.57861328125
34.0,0.0,"sydney, australia",english416,english,male,1377,australia,False,2052,262.26123046875
20.0,0.0,"cardiff, wales, uk",english417,english,female,1380,uk,False,1817,232.73828125
27.0,0.0,"youngstown, ohio, usa",english419,english,male,1385,usa,False,2290,130.18017578125
38.0,0.0,"landstuhl, germany",english421,english,male,1388,germany,False,1834,222.60205078125
31.0,0.0,"rochester, new york, usa",english422,english,male,1390,usa,False,1883,178.63916015625
24.0,0.0,"baltimore, maryland, usa",english423,english,female,1395,usa,False,2025,193.08251953125
75.0,0.0,"danville, virginia, usa",english424,english,male,1409,usa,False,2044,154.4990234375
31.0,0.0,"danville, virginia, usa",english425,english,male,1410,usa,False,1638,145.0888671875
30.0,0.0,"florence, south carolina, usa",english426,english,female,1411,usa,False,1833,221.7900390625
68.0,0.0,"hanover, pennsylvania, usa",english427,english,female,1412,usa,False,1468,147.25390625
55.0,0.0,"kingstree, south carolina, usa",english428,english,female,1413,usa,False,2013,205.36279296875
19.0,0.0,"philadelphia, pennsylvania, usa",english429,english,female,1416,usa,False,1837,89.3994140625
47.0,0.0,"vancouver, british columbia, canada",english43,english,male,103,canada,False,1836,196.22802734375
23.0,0.0,"melbourne, australia",english430,english,female,1419,australia,False,1804,165.822265625
23.0,0.0,"green bay, wisconsin, usa",english431,english,female,1423,usa,False,1754,83.9248046875
32.0,0.0,"gladwin, michigan, usa",english433,english,female,1430,usa,False,1825,131.45263671875
24.0,0.0,"kansas city, kansas, usa",english434,english,male,1469,usa,False,1665,118.30419921875
20.0,0.0,"palm springs, california, usa",english435,english,female,1471,usa,False,1776,187.51318359375
21.0,0.0,"cleveland, ohio, usa",english437,english,male,1477,usa,False,1845,180.46240234375
20.0,0.0,"houston, texas, usa",english438,english,female,1492,usa,False,2414,193.72119140625
18.0,0.0,"richmond, british columbia, canada",english439,english,female,1493,canada,False,1937,175.54150390625
63.0,0.0,"winston salem, north carolina, usa",english44,english,female,104,usa,False,2089,280.71533203125
22.0,0.0,"glasgow, scotland, uk",english440,english,female,1502,uk,False,2000,129.28125
19.0,0.0,"oquawka, illinois, usa",english441,english,female,1524,usa,False,2105,151.900390625
23.0,0.0,"salisbury mills, new york, usa",english442,english,male,1528,usa,False,1549,179.853515625
31.0,0.0,"fort collins, colorado, usa",english443,english,male,1530,usa,False,2110,170.8876953125
24.0,0.0,"anniston, alabama, usa",english444,english,male,1531,usa,False,1902,111.39697265625
60.0,0.0,"san francisco, california, usa",english445,english,male,1532,usa,False,2476,212.63720703125
23.0,0.0,"moorhead, minnesota, usa",english446,english,female,1533,usa,False,1688,158.9462890625
21.0,0.0,"hartford, connecticut, usa",english447,english,male,1534,usa,False,1930,221.5048828125
20.0,0.0,"isle of arran, scotland, uk",english448,english,male,1536,uk,False,1882,218.93505859375
27.0,0.0,"barton, vermont, usa",english449,english,male,1538,usa,False,1930,110.33447265625
52.0,0.0,"pine bluff, arkansas, usa",english45,english,male,105,usa,False,2702,249.00732421875
26.0,0.0,"windsor, uk",english450,english,male,1544,uk,False,2020,179.2724609375
44.0,0.0,"hazlehurst, georgia, usa",english451,english,male,1546,usa,False,2283,133.6572265625
24.0,0.0,"newcastle, australia",english452,english,male,1547,australia,False,1605,67.82421875
21.0,0.0,"chicago, illinois, usa",english453,english,female,1548,usa,False,1889,166.94140625
19.0,0.0,"raleigh, north carolina, usa",english454,english,female,1550,usa,False,1961,156.68115234375
29.0,0.0,"washington, dc, usa",english455,english,female,1552,usa,False,1818,127.24755859375
37.0,0.0,"lancashire, leyland, uk",english456,english,female,1554,uk,False,1809,165.57666015625
43.0,0.0,"syracuse, new york, usa",english457,english,male,1555,usa,False,2056,218.63671875
22.0,0.0,"reno, nevada, usa",english458,english,female,1559,usa,False,1526,178.4462890625
19.0,0.0,"charlotte, north carolina, usa",english459,english,male,1560,usa,False,1982,289.2421875
73.0,0.0,"creswell, north carolina, usa",english46,english,male,106,usa,False,2230,223.025390625
19.0,0.0,"rutland, england, uk",english460,english,female,1561,uk,False,1719,173.75634765625
44.0,0.0,"poughkeepsie, new york, usa",english461,english,female,1563,usa,False,1847,223.8447265625
20.0,0.0,"paducah, kentucky, usa",english462,english,male,1564,usa,False,2025,200.33984375
53.0,0.0,"brooklyn, new york, usa",english463,english,female,1571,usa,False,1833,152.1416015625
27.0,0.0,"ottawa, ontario, canada",english464,english,male,1618,canada,False,1786,161.31005859375
20.0,0.0,"aylesbury, buckinghamshire, uk",english465,english,male,1635,uk,False,1844,96.6396484375
18.0,0.0,"portland, maine, usa",english466,english,male,1637,usa,False,1820,284.1708984375
23.0,1.0,"pozzuoli, italy",english467,english,male,1639,italy,False,1777,245.25
30.0,0.0,"myrtle beach, south carolina, usa",english468,english,male,1640,usa,False,1957,155.1875
22.0,0.0,"knoxville, tennessee, usa",english469,english,male,1641,usa,False,1820,230.37890625
76.0,0.0,"plantersville, arkansas, usa",english47,english,female,107,usa,False,2166,186.59619140625
21.0,0.0,"leighton buzzard, uk",english470,english,male,1642,uk,False,1779,189.5322265625
26.0,0.0,"calgary, alberta, canada",english471,english,female,1648,canada,False,2145,231.521484375
20.0,0.0,"nottingham, uk",english473,english,male,1650,uk,False,1828,75.61181640625
33.0,0.0,"rochester, minnesota, usa",english474,english,female,1656,usa,False,2042,111.6103515625
29.0,0.0,"ogden, utah, usa",english475,english,female,1657,usa,False,1661,97.4609375
64.0,0.0,"manchester, new hampshire, usa",english476,english,female,1658,usa,False,1987,121.9755859375
31.0,0.0,"san diego, california, usa",english477,english,female,1659,usa,False,2399,342.3759765625
19.0,0.0,"sydney, nova scotia, canada",english478,english,male,1661,canada,False,1627,220.6953125
64.0,0.0,"new york, new york, usa",english479,english,female,1664,usa,False,1964,148.0400390625
58.0,0.0,"winston-salem, north carolina, usa",english480,english,male,1665,usa,False,2229,103.41015625
88.0,0.0,"stringtown, oklahoma, usa",english481,english,female,1666,usa,False,3020,184.08544921875
74.0,0.0,"yeadon, pennsylvania, usa",english482,english,female,1667,usa,False,2467,159.95166015625
19.0,0.0,"boston, massachusetts, usa",english483,english,male,1668,usa,False,1616,142.07080078125
20.0,0.0,"cromwell, connecticut, usa",english485,english,male,1674,usa,False,2146,331.50390625
22.0,0.0,"london, uk",english487,english,female,1688,uk,False,1596,159.1298828125
35.0,0.0,"irvine, scotland, uk",english488,english,female,1692,uk,False,2339,333.52197265625
43.0,0.0,"castro valley, california, usa",english49,english,male,109,usa,False,2009,208.72119140625
22.0,0.0,"omaha, nebraska, usa",english492,english,female,1716,usa,False,1850,219.90771484375
20.0,0.0,"miami, florida, usa",english493,english,male,1718,usa,False,1837,253.67236328125
27.5,0.0,"findlay, ohio, usa",english494,english,male,1719,usa,False,1901,172.89990234375
21.0,0.0,"kirkland, washington, usa",english495,english,male,1720,usa,False,1828,184.63671875
20.0,0.0,"london, england, uk",english496,english,male,1724,uk,False,1938,106.88525390625
22.0,0.0,"cleveland, ohio, usa",english497,english,male,1726,usa,False,2736,379.8798828125
27.0,0.0,"prince george, british columbia, canada",english498,english,male,1727,canada,False,2394,215.2158203125
21.0,0.0,"st. paul, minnesota, usa",english499,english,female,1728,usa,False,1658,221.86767578125
62.0,0.0,"fairfax, virginia, usa",english5,english,male,110,usa,False,2562,215.25537109375
29.0,0.0,"baltic, south dakota, usa",english50,english,female,111,usa,False,2006,192.19580078125
38.0,0.0,"albury, new south wales, australia",english500,english,male,1733,australia,False,1989,209.916015625
64.0,0.0,"pittsburgh, pennsylvania, usa",english501,english,female,1734,usa,False,2243,375.31494140625
30.0,0.0,"farmington hills, michigan, usa",english502,english,female,1735,usa,False,1827,260.57763671875
25.0,0.0,"west palm beach, florida, usa",english504,english,male,1786,usa,False,1993,185.0595703125
30.0,0.0,"new orleans, louisiana, usa",english506,english,female,1799,usa,False,2265,208.1650390625
20.0,0.0,"winfield, illinois, usa",english508,english,female,1801,usa,False,1987,192.59619140625
44.0,0.0,"coudersport, pennsylvania, usa",english509,english,female,1802,usa,False,2597,288.6337890625
67.0,0.0,"detroit, michigan, usa",english51,english,male,112,usa,False,2045,149.2451171875
66.0,0.0,"philadelphia, pennsylvania, usa",english510,english,female,1803,usa,False,2084,321.19970703125
31.0,0.0,"montgomery, alabama, usa",english511,english,female,1818,usa,False,1828,210.0712890625
54.0,0.0,"salina, kansas, usa",english512,english,female,1819,usa,False,1893,176.71728515625
57.0,0.0,"youngstown, ohio, usa",english514,english,male,1872,usa,False,1929,165.35888671875
55.0,0.0,"youngstown, ohio, usa",english515,english,female,1873,usa,False,1801,173.326171875
32.0,0.0,"dripping springs, texas, usa",english516,english,female,1875,usa,False,1851,111.26171875
33.0,0.0,"colorado springs, colorado, usa",english517,english,male,1876,usa,False,1513,93.8525390625
20.0,0.0,"calgary, alberta, canada",english52,english,male,113,canada,False,2164,122.71142578125
47.0,0.0,"st. paul, minnesota, usa",english520,english,female,1884,usa,False,2263,251.02734375
25.0,0.0,"bethesda, maryland, usa",english521,english,female,1886,usa,False,1934,199.26220703125
22.0,0.0,"bethpage, new york, usa",english522,english,female,1887,usa,False,1605,136.51416015625
18.0,0.0,"madison, wisconsin, usa",english523,english,female,1888,usa,False,1673,166.11181640625
19.0,0.0,"downers grove, illinois, usa",english524,english,male,1890,usa,False,1930,149.5390625
18.0,0.0,"albion, new york, usa",english525,english,female,1893,usa,False,1951,205.27978515625
20.0,0.0,"woodbridge, virginia, usa",english526,english,male,1895,usa,False,1957,211.89794921875
25.0,0.0,"wynnewood, pennsylvania, usa",english527,english,female,1907,usa,False,1845,201.95556640625
52.0,0.0,"green bay, wisconsin, usa",english528,english,female,1908,usa,False,1993,215.2958984375
29.0,0.0,"burlington, vermont, usa",english529,english,female,1925,usa,False,1651,171.7109375
63.0,0.0,"syracuse, new york, usa",english53,english,male,114,usa,False,2065,153.91064453125
50.0,0.0,"detroit, michigan, usa",english530,english,female,1926,usa,False,2221,236.4384765625
29.0,0.0,"nokesville, virginia, usa",english531,english,female,1928,usa,False,1984,211.87548828125
23.0,0.0,"bristol, connecticut, usa",english532,english,female,1933,usa,False,1833,185.11572265625
38.0,0.0,"fairfax, virginia, usa",english533,english,female,1934,usa,False,2149,246.72705078125
29.0,0.0,"mineola, new york, usa",english534,english,female,1951,usa,False,2269,315.775390625
22.0,0.0,"plymouth, massachusetts, usa",english535,english,female,1955,usa,False,1657,179.69580078125
21.0,0.0,"richmond, virginia, usa",english536,english,female,1956,usa,False,1803,196.3330078125
21.0,0.0,"woodbridge, virginia, usa",english537,english,female,1957,usa,False,2001,207.28125
20.0,0.0,"lyndhurst, virginia, usa",english538,english,female,1958,usa,False,2197,220.66455078125
19.0,0.0,"orange county, california, usa",english539,english,female,1959,usa,False,1671,184.62841796875
40.0,0.0,"new albany, indiana, usa",english54,english,female,115,usa,False,2005,207.91796875
18.0,0.0,"arlington, virginia, usa",english540,english,female,1960,usa,False,1761,185.5908203125
27.0,0.0,"fort lauderdale, florida, usa",english541,english,female,1961,usa,False,1892,177.39501953125
60.0,0.0,"toronto, ontario, canada",english542,english,male,1962,canada,False,1596,185.705078125
39.0,0.0,"vancouver, british columbia, canada",english543,english,female,1969,canada,False,2016,232.55908203125
31.0,0.0,"hanover, new hampshire, usa",english544,english,male,1970,usa,False,1551,101.3134765625
56.0,0.0,"tangier island, virginia, usa",english545,english,male,1995,usa,False,1845,179.77783203125
43.0,0.0,"tangier island, virginia, usa",english546,english,female,1996,usa,False,1725,187.85205078125
63.0,0.0,"tangier island, virginia, usa",english547,english,male,1997,usa,False,2368,247.26904296875
19.0,0.0,"exminister, uk",english549,english,female,2012,uk,False,1579,151.74267578125
53.0,0.0,"st. louis, missouri, usa",english55,english,female,116,usa,False,1911,258.4423828125
82.0,0.0,"fredericksburg, virginia, usa",english550,english,male,2028,usa,False,3037,324.53515625
81.0,0.0,"king george, virginia, usa",english551,english,female,2029,usa,False,2457,338.4619140625
23.0,0.0,"bethesda, maryland, usa",english552,english,female,2043,usa,False,1494,161.80810546875
21.0,0.0,"nashville, tennessee, usa",english553,english,male,2046,usa,False,2462,149.9052734375
22.0,0.0,"hoffman estates, illinois, usa",english554,english,female,2047,usa,False,1939,49.11474609375
90.0,0.0,"brooklyn, new york, usa",english555,english,male,2049,usa,False,2436,179.57373046875
84.0,0.0,"brooklyn, new york, usa",english556,english,female,2050,usa,False,2377,193.53662109375
23.0,0.0,"queens, new york, usa",english558,english,male,2055,usa,False,1656,87.3369140625
19.0,0.0,"reston, virginia, usa",english559,english,female,2056,usa,False,2236,299.53564453125
20.0,0.0,"londonderry, northern ireland, uk",english56,english,male,117,uk,False,1912,218.62744140625
22.0,0.0,"hartford, connecticut, usa",english560,english,female,2059,usa,False,1915,300.38232421875
20.0,0.0,"yorktown, virginia, usa",english561,english,female,2060,usa,False,1992,243.81591796875
30.0,0.0,"florence, south carolina, usa",english562,english,female,2061,usa,False,2160,244.97509765625
32.0,0.0,"manassas, virginia, usa",english563,english,male,2074,usa,False,2225,243.98486328125
52.0,0.0,"casper, wyoming, usa",english564,english,male,2077,usa,False,2183,214.98486328125
27.0,0.0,"portland, oregon, usa",english565,english,female,2080,usa,False,1730,175.22705078125
22.0,0.0,"derby, england, uk",english566,english,male,2081,uk,False,1737,255.65087890625
24.0,0.0,"new york, new york, usa",english567,english,male,2101,usa,False,1771,168.99658203125
86.0,0.0,"quincy, florida, usa",english568,english,female,2103,usa,False,2410,197.37548828125
24.0,0.0,"sydney, australia",english569,english,male,2104,australia,False,1759,239.76123046875
34.0,0.0,"birmingham 1, uk",english57,english,male,118,uk,False,2187,128.03515625
42.0,0.0,"parma, ohio, usa",english570,english,female,2106,usa,False,1921,131.89453125
39.0,0.0,"washington, dc, usa",english571,english,male,2113,usa,False,1934,76.04638671875
51.0,0.0,"fort worth, texas, usa",english572,english,male,2121,usa,False,1849,173.833984375
46.0,0.0,"painesville, ohio, usa",english573,english,male,2124,usa,False,1908,123.7216796875
26.0,0.0,"toronto, ontario, canada",english574,english,female,2162,canada,False,1919,203.5869140625
24.0,0.0,"great falls, virginia, usa",english575,english,male,2165,usa,False,1602,147.49560546875
63.0,0.0,"washington, dc, usa",english576,english,female,2167,usa,False,2547,339.740234375
38.0,0.0,"san leandro, california, usa",english577,english,female,2170,usa,False,1810,195.1064453125
60.0,0.0,"salford, lancashire, uk",english578,english,male,2171,uk,False,1952,189.73779296875
22.0,0.0,"adelaide, australia",english579,english,male,2172,australia,False,1875,39.34619140625
46.0,0.0,"southhampton, uk",english58,english,female,119,uk,False,2210,206.99951171875
30.0,0.0,"columbus, ohio, usa",english59,english,male,120,usa,False,1552,170.31884765625
45.0,0.0,"brooklyn, new york, usa",english6,english,female,121,usa,False,2201,226.0703125
18.0,0.0,"chesapeake, virginia, usa",english60,english,male,122,usa,False,1865,162.61083984375
19.0,0.0,"toronto, ontario, canada",english61,english,male,123,canada,False,1648,115.2900390625
30.0,0.0,"west jordan, utah, usa",english62,english,male,124,usa,False,1921,173.10888671875
21.0,0.0,"lewisville, texas, usa",english63,english,male,125,usa,False,1751,201.17822265625
25.0,0.0,"montreal, quebec, canada",english64,english,female,126,canada,False,2069,178.59765625
47.0,0.0,"lewistown, pennsylvania, usa",english65,english,male,127,usa,False,1777,121.81396484375
19.0,0.0,"baltimore, maryland, usa",english66,english,male,128,usa,False,1797,96.82861328125
37.0,0.0,"princeton, indiana, usa",english67,english,male,129,usa,False,2588,319.61474609375
52.0,0.0,"new york, new york, usa",english68,english,male,130,usa,False,1864,199.58935546875
23.0,0.0,"adelaide, australia",english69,english,male,131,australia,False,2053,93.11474609375
52.0,0.0,"macon, mississippi, usa",english7,english,male,132,usa,False,2268,163.16015625
21.0,0.0,"beaumont, texas, usa",english70,english,male,133,usa,False,1419,123.15478515625
20.0,0.0,"west covina, california, usa",english71,english,male,134,usa,False,1982,73.25
24.0,0.0,"darwin, australia",english73,english,male,136,australia,False,2036,206.47314453125
21.0,0.0,"wichita, kansas, usa",english74,english,male,137,usa,False,1666,162.91650390625
